BusinessDate,Weekday,Hotel Name,Currency,Inncode,FacilityID,Revenue,Sold,Available,Occ,ADR,RevPAR,F&B Revenue,TotalRevenue
10/10/2022,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,335.61",70,71,98.59,119.08,117.4,0,"8,485.61"
10/11/2022,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"8,527.62",86,99,86.87,99.16,86.14,250,"9,006.12"
10/11/2022,Tuesday,Hampton Inn Denton,USD,DENMD,15671.0,"7,376.96",57,103,55.34,129.42,71.62,0,"7,426.96"
10/11/2022,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"10,883.27",98,107,91.59,111.05,101.71,0,"10,922.27"
10/11/2022,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,970.05",69,76,90.79,130.0,118.03,0,"9,015.10"
10/11/2022,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,848.43",67,71,94.37,146.99,138.71,0,"9,848.43"
10/12/2022,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,847.57",91,99,91.92,108.22,99.47,550,"10,468.82"
10/12/2022,Wednesday,Hampton Inn Denton,USD,DENMD,15671.0,"13,274.12",100,103,97.09,132.74,128.87,0,"13,303.38"
10/12/2022,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"10,266.62",92,107,85.98,111.59,95.95,0,"10,339.62"
10/12/2022,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,784.45",69,76,90.79,127.31,115.58,0,"8,801.45"
10/12/2022,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,773.87",66,71,92.96,148.09,137.66,0,"9,848.87"
10/13/2022,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"8,958.55",81,99,81.82,110.6,90.49,250,"9,279.05"
10/13/2022,Thursday,Hampton Inn Denton,USD,DENMD,15671.0,"12,889.61",92,103,89.32,140.1,125.14,0,"12,941.49"
10/13/2022,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"11,425.64",89,107,83.18,128.38,106.78,180,"11,656.09"
10/13/2022,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,487.46",67,76,88.16,141.6,124.84,0,"9,567.21"
10/13/2022,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"11,589.32",71,71,100.0,163.23,163.23,147.9,"11,747.12"
10/14/2022,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"12,014.41",97,99,97.98,123.86,121.36,550,"12,625.41"
10/14/2022,Friday,Hampton Inn Denton,USD,DENMD,15671.0,"18,093.19",102,103,99.03,177.38,175.66,0,"18,130.92"
10/14/2022,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"11,812.34",98,107,91.59,120.53,110.4,0,"11,853.29"
10/14/2022,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"10,943.31",70,76,92.11,156.33,143.99,0,"10,848.21"
10/14/2022,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"16,071.63",66,71,92.96,243.51,226.36,0,"16,071.63"
10/15/2022,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"13,994.52",96,99,96.97,145.78,141.36,0,"14,092.52"
10/15/2022,Saturday,Hampton Inn Denton,USD,DENMD,15671.0,"17,968.33",102,103,99.03,176.16,174.45,0,"18,108.01"
10/15/2022,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"9,813.49",97,107,90.65,101.17,91.71,0,"9,853.79"
10/15/2022,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"11,613.87",72,76,94.74,161.3,152.81,0,"11,645.37"
10/15/2022,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"18,294.52",69,71,97.18,265.14,257.67,0,"18,294.52"
10/16/2022,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"3,610.27",35,99,35.35,103.15,36.47,0,"3,845.77"
10/16/2022,Sunday,Hampton Inn Denton,USD,DENMD,15671.0,"8,510.83",66,103,64.08,128.95,82.63,0,"8,658.78"
10/16/2022,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,323.71",60,107,56.07,105.4,59.1,0,"6,363.21"
10/16/2022,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,426.34",67,76,88.16,125.77,110.87,0,"8,433.64"
10/16/2022,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"5,848.62",49,71,69.01,119.36,82.37,0,"5,848.62"
10/17/2022,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,097.32",86,99,86.87,105.78,91.89,0,"9,130.82"
10/17/2022,Monday,Hampton Inn Denton,USD,DENMD,15671.0,"7,102.99",52,103,50.49,136.6,68.96,0,"7,102.05"
10/17/2022,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,004.75",65,107,60.75,107.77,65.46,0,"7,020.35"
10/17/2022,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,240.67",69,76,90.79,133.92,121.59,0,"9,254.72"
10/17/2022,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,887.37",52,71,73.24,132.45,97.01,0,"6,962.37"
10/18/2022,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,568.21",96,99,96.97,110.09,106.75,600,"11,194.71"
10/18/2022,Tuesday,Hampton Inn Denton,USD,DENMD,15671.0,"6,794.13",58,103,56.31,117.14,65.96,0,"7,065.24"
10/18/2022,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"9,506.86",87,107,81.31,109.27,88.85,0,"9,560.11"
10/18/2022,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,512.79",71,76,93.42,133.98,125.17,0,"9,524.79"
10/18/2022,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,260.28",65,71,91.55,127.08,116.34,0,"8,270.18"
10/19/2022,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,194.26",92,99,92.93,110.81,102.97,225,"10,834.94"
10/19/2022,Wednesday,Hampton Inn Denton,USD,DENMD,15671.0,"7,488.52",61,103,59.22,122.76,72.7,0,"7,554.46"
10/19/2022,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"10,144.18",92,107,85.98,110.26,94.81,0,"10,174.93"
10/19/2022,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,201.34",69,76,90.79,133.35,121.07,0,"9,225.58"
10/19/2022,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,944.27",54,71,76.06,128.6,97.81,0,"6,949.22"
10/20/2022,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,536.38",97,99,97.98,108.62,106.43,300,"11,025.88"
10/20/2022,Thursday,Hampton Inn Denton,USD,DENMD,15671.0,"7,513.55",60,103,58.25,125.23,72.95,0,"7,506.60"
10/20/2022,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,041.48",58,107,54.21,104.16,56.46,0,"6,100.03"
10/20/2022,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,807.88",71,76,93.42,138.14,129.05,0,"9,955.53"
10/20/2022,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,530.76",48,71,67.61,136.06,91.98,0,"6,535.71"
10/21/2022,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,324.03",91,99,91.92,124.44,114.38,0,"11,464.53"
10/21/2022,Friday,Hampton Inn Denton,USD,DENMD,15671.0,"17,764.13",101,103,98.06,175.88,172.47,0,"17,885.82"
10/21/2022,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,724.00",82,107,76.64,94.2,72.19,0,"7,780.75"
10/21/2022,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"10,923.21",70,76,92.11,156.05,143.73,0,"11,007.21"
10/21/2022,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,863.33",59,71,83.1,150.23,124.84,0,"8,868.28"
10/22/2022,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,375.31",92,99,92.93,123.64,114.9,0,"11,401.31"
10/22/2022,Saturday,Hampton Inn Denton,USD,DENMD,15671.0,"18,369.32",103,103,100.0,178.34,178.34,0,"18,400.66"
10/22/2022,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"8,593.29",85,107,79.44,101.1,80.31,0,"8,756.84"
10/22/2022,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"11,682.25",69,76,90.79,169.31,153.71,0,"11,713.75"
10/22/2022,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"15,446.96",69,71,97.18,223.87,217.56,0,"15,565.91"
10/23/2022,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"4,789.71",44,99,44.44,108.86,48.38,0,"5,038.70"
10/23/2022,Sunday,Hampton Inn Denton,USD,DENMD,15671.0,"6,547.31",54,103,52.43,121.25,63.57,0,"6,667.35"
10/23/2022,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,289.67",59,107,55.14,106.6,58.78,0,"6,299.17"
10/23/2022,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"6,965.03",57,76,75.0,122.19,91.65,0,"7,153.03"
10/23/2022,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"4,991.42",42,71,59.15,118.84,70.3,0,"4,996.37"
10/24/2022,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,371.81",84,99,84.85,111.57,94.66,"1,285.00","10,693.31"
10/24/2022,Monday,Hampton Inn Denton,USD,DENMD,15671.0,"7,888.85",67,103,65.05,117.74,76.59,0,"8,072.33"
10/24/2022,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"9,045.73",83,107,77.57,108.98,84.54,0,"9,069.33"
10/24/2022,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,113.84",65,76,85.53,124.83,106.76,0,"7,725.84"
10/24/2022,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,547.85",57,71,80.28,132.42,106.31,0,"7,572.60"
10/25/2022,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"27,926.78",95,99,95.96,293.97,282.09,300,"28,312.73"
10/25/2022,Tuesday,Hampton Inn Denton,USD,DENMD,15671.0,"13,663.69",103,103,100.0,132.66,132.66,0,"13,869.91"
10/25/2022,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"10,302.71",95,107,88.79,108.45,96.29,120,"10,456.06"
10/25/2022,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,273.18",58,76,76.32,125.4,95.7,0,"7,314.63"
10/25/2022,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,630.20",60,71,84.51,127.17,107.47,0,"7,710.15"
10/26/2022,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,350.68",90,99,90.91,115.01,104.55,0,"10,424.18"
10/26/2022,Wednesday,Hampton Inn Denton,USD,DENMD,15671.0,"12,500.15",96,103,93.2,130.21,121.36,0,"12,702.28"
10/26/2022,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"8,158.23",78,107,72.9,104.59,76.25,0,"8,294.98"
10/26/2022,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,044.85",72,76,94.74,125.62,119.01,0,"9,087.20"
10/26/2022,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,488.58",66,71,92.96,128.61,119.56,0,"8,618.63"
10/27/2022,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,552.97",58,99,58.59,112.98,66.19,0,"6,589.42"
10/27/2022,Thursday,Hampton Inn Denton,USD,DENMD,15671.0,"12,194.12",94,103,91.26,129.72,118.39,0,"12,266.75"
10/27/2022,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,022.24",73,107,68.22,96.2,65.63,360,"7,393.49"
10/27/2022,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"6,958.20",57,76,75.0,122.07,91.56,0,"6,980.73"
10/27/2022,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,076.47",59,71,83.1,119.94,99.67,0,"7,076.47"
10/28/2022,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"12,640.45",96,99,96.97,131.67,127.68,325,"12,992.45"
10/28/2022,Friday,Hampton Inn Denton,USD,DENMD,15671.0,"17,262.75",103,103,100.0,167.6,167.6,0,"17,510.62"
10/28/2022,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"12,310.77",100,107,93.46,123.11,115.05,0,"12,355.72"
10/28/2022,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,463.99",68,76,89.47,139.18,124.53,0,"9,576.94"
10/28/2022,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,220.36",55,71,77.46,149.46,115.78,0,"8,225.31"
10/29/2022,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,896.16",91,99,91.92,130.73,120.16,0,"11,983.11"
10/29/2022,Saturday,Hampton Inn Denton,USD,DENMD,15671.0,"16,382.25",99,103,96.12,165.48,159.05,0,"16,552.80"
10/29/2022,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"9,977.20",87,107,81.31,114.68,93.24,0,"10,038.40"
10/29/2022,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,219.33",68,76,89.47,135.58,121.31,0,"9,233.33"
10/29/2022,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"12,085.55",71,71,100.0,170.22,170.22,159,"12,244.55"
10/30/2022,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"3,219.50",31,99,31.31,103.85,32.52,0,"3,219.50"
10/30/2022,Sunday,Hampton Inn Denton,USD,DENMD,15671.0,"4,130.53",35,103,33.98,118.02,40.1,0,"4,169.44"
10/30/2022,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,454.69",45,107,42.06,98.99,41.63,0,"4,473.04"
10/30/2022,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,096.93",60,76,78.95,118.28,93.38,0,"7,253.98"
10/30/2022,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"3,725.36",32,71,45.07,116.42,52.47,0,"3,730.31"
10/31/2022,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"7,711.14",74,99,74.75,104.2,77.89,400,"8,145.09"
10/31/2022,Monday,Hampton Inn Denton,USD,DENMD,15671.0,"4,862.03",43,103,41.75,113.07,47.2,0,"4,899.76"
10/31/2022,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,096.87",68,107,63.55,89.66,56.98,0,"6,135.62"
10/31/2022,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,229.74",70,76,92.11,117.57,108.29,0,"8,242.50"
10/31/2022,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,130.64",60,71,84.51,118.84,100.43,0,"7,205.64"
11/1/2022,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,421.61",93,99,93.94,112.06,105.27,840,"11,317.83"
11/1/2022,Tuesday,Hampton Inn Denton,USD,DENMD,15671.0,"5,608.80",51,103,49.51,109.98,54.45,0,"5,614.46"
11/1/2022,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,120.87",65,107,60.75,94.17,57.2,0,"6,154.37"
11/1/2022,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,958.01",69,76,90.79,115.33,104.71,0,"7,963.51"
11/1/2022,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,568.62",63,71,88.73,120.14,106.6,0,"7,573.57"
11/2/2022,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,333.89",93,99,93.94,111.12,104.38,0,"10,578.78"
11/2/2022,Wednesday,Hampton Inn Denton,USD,DENMD,15671.0,"6,687.22",63,103,61.17,106.15,64.92,0,"6,755.04"
11/2/2022,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"9,679.00",98,107,91.59,98.77,90.46,0,"9,691.00"
11/2/2022,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,252.40",71,76,93.42,102.15,95.43,0,"7,278.40"
11/2/2022,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,990.33",65,71,91.55,122.93,112.54,0,"7,990.33"
11/3/2022,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,093.94",86,99,86.87,105.74,91.86,0,"9,340.94"
11/3/2022,Thursday,Hampton Inn Denton,USD,DENMD,15671.0,"6,189.92",58,103,56.31,106.72,60.1,0,"6,237.32"
11/3/2022,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,555.73",74,107,69.16,88.59,61.27,100,"6,665.33"
11/3/2022,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,102.98",73,76,96.05,124.7,119.78,0,"9,164.99"
11/3/2022,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,447.51",69,71,97.18,122.43,118.98,0,"8,563.51"
11/4/2022,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"8,876.77",80,99,80.81,110.96,89.66,0,"8,813.09"
11/4/2022,Friday,Hampton Inn Denton,USD,DENMD,15671.0,"17,584.75",101,103,98.06,174.11,170.73,0,"17,714.02"
11/4/2022,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,241.18",64,107,59.81,97.52,58.33,0,"6,123.88"
11/4/2022,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"10,606.34",71,76,93.42,149.39,139.56,0,"10,627.79"
11/4/2022,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"11,275.51",68,71,95.77,165.82,158.81,0,"11,275.51"
11/5/2022,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,482.22",97,99,97.98,118.37,115.98,0,"11,689.18"
11/5/2022,Saturday,Hampton Inn Denton,USD,DENMD,15671.0,"18,562.03",103,103,100.0,180.21,180.21,0,"18,645.06"
11/5/2022,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"5,329.89",53,107,49.53,100.56,49.81,0,"5,380.64"
11/5/2022,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"11,082.95",71,76,93.42,156.1,145.83,0,"11,104.95"
11/5/2022,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,465.38",64,71,90.14,147.9,133.32,0,"9,470.33"
11/6/2022,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,420.25",60,99,60.61,107.0,64.85,0,"6,480.75"
11/6/2022,Sunday,Hampton Inn Denton,USD,DENMD,15671.0,"3,876.14",35,103,33.98,110.75,37.63,0,"3,911.99"
11/6/2022,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,436.35",42,107,39.25,105.63,41.46,0,"4,454.85"
11/6/2022,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"4,339.21",38,76,50.0,114.19,57.09,0,"4,365.71"
11/6/2022,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"3,978.88",33,71,46.48,120.57,56.04,0,"3,983.83"
11/7/2022,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,231.64",95,99,95.96,107.7,103.35,200,"10,459.14"
11/7/2022,Monday,Hampton Inn Denton,USD,DENMD,15671.0,"5,031.28",49,103,47.57,102.68,48.85,0,"5,067.13"
11/7/2022,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,359.16",61,107,57.01,104.25,59.43,0,"6,374.61"
11/7/2022,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"6,573.83",58,76,76.32,113.34,86.5,0,"6,594.28"
11/7/2022,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,689.58",63,71,88.73,122.06,108.3,0,"7,689.58"
11/8/2022,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,071.56",93,99,93.94,108.3,101.73,375,"10,529.56"
11/8/2022,Tuesday,Hampton Inn Denton,USD,DENMD,15671.0,"6,454.62",62,103,60.19,104.11,62.67,0,"6,580.60"
11/8/2022,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,881.87",75,107,70.09,91.76,64.32,0,"6,918.62"
11/8/2022,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,216.43",72,76,94.74,114.12,108.11,0,"8,308.18"
11/8/2022,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,392.42",69,71,97.18,121.63,118.2,0,"8,516.37"
11/9/2022,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,819.94",93,99,93.94,105.59,99.19,200,"10,085.44"
11/9/2022,Wednesday,Hampton Inn Denton,USD,DENMD,15671.0,"6,694.89",65,103,63.11,103.0,65.0,0,"6,945.21"
11/9/2022,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"8,352.46",83,107,77.57,100.63,78.06,200,"8,602.76"
11/9/2022,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,339.07",72,76,94.74,129.71,122.88,0,"9,933.72"
11/9/2022,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,497.54",69,71,97.18,123.15,119.68,0,"8,497.54"
11/10/2022,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,394.18",85,99,85.86,110.52,94.89,0,"9,510.41"
11/10/2022,Thursday,Hampton Inn Denton,USD,DENMD,15671.0,"8,761.02",77,103,74.76,113.78,85.06,8,"8,889.67"
11/10/2022,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,468.93",73,107,68.22,102.31,69.8,0,"7,495.63"
11/10/2022,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,865.67",62,76,81.58,126.87,103.5,0,"7,936.37"
11/10/2022,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,398.62",70,71,98.59,119.98,118.29,0,"8,398.62"
11/11/2022,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"14,869.03",94,99,94.95,158.18,150.19,0,"15,188.73"
11/11/2022,Friday,Hampton Inn Denton,USD,DENMD,15671.0,"14,556.53",100,103,97.09,145.57,141.33,0,"14,629.17"
11/11/2022,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"12,257.04",102,107,95.33,120.17,114.55,0,"12,304.59"
11/11/2022,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"11,381.83",67,76,88.16,169.88,149.76,0,"11,582.93"
11/11/2022,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"11,097.42",68,71,95.77,163.2,156.3,0,"11,347.42"
11/12/2022,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"13,799.08",93,99,93.94,148.38,139.38,0,"13,911.38"
11/12/2022,Saturday,Hampton Inn Denton,USD,DENMD,15671.0,"14,025.70",101,103,98.06,138.87,136.17,9,"14,233.13"
11/12/2022,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"10,629.19",95,107,88.79,111.89,99.34,0,"10,629.19"
11/12/2022,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"12,116.38",72,76,94.74,168.28,159.43,0,"12,397.38"
11/12/2022,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"12,603.60",68,71,95.77,185.35,177.52,0,"12,894.99"
11/13/2022,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"4,573.55",42,99,42.42,108.89,46.2,0,"4,789.75"
11/13/2022,Sunday,Hampton Inn Denton,USD,DENMD,15671.0,"4,896.99",45,103,43.69,108.82,47.54,0,"4,982.27"
11/13/2022,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,740.12",47,107,43.93,100.85,44.3,0,"4,765.12"
11/13/2022,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"6,049.14",50,76,65.79,120.98,79.59,0,"6,129.14"
11/13/2022,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"4,801.40",41,71,57.75,117.11,67.63,0,"4,801.40"
11/14/2022,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"-7,856.49",81,99,81.82,-96.99,-79.36,400,"-7,264.24"
11/14/2022,Monday,Hampton Inn Denton,USD,DENMD,15671.0,"5,911.07",54,103,52.43,109.46,57.39,0,"5,961.78"
11/14/2022,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,377.07",76,107,71.03,97.07,68.94,0,"7,415.27"
11/14/2022,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,700.29",70,76,92.11,124.29,114.48,0,"8,827.49"
11/14/2022,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,565.48",67,71,94.37,112.92,106.56,0,"7,590.23"
11/15/2022,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,537.41",99,99,100.0,116.54,116.54,250,"11,697.11"
11/15/2022,Tuesday,Hampton Inn Denton,USD,DENMD,15671.0,"6,396.72",57,103,55.34,112.22,62.1,0,"6,496.62"
11/15/2022,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,701.15",76,107,71.03,101.33,71.97,0,"7,722.25"
11/15/2022,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,413.35",72,76,94.74,130.74,123.86,0,"9,420.85"
11/15/2022,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,309.08",70,71,98.59,118.7,117.03,0,"8,195.08"
11/16/2022,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,213.76",94,99,94.95,108.66,103.17,225,"10,475.71"
11/16/2022,Wednesday,Hampton Inn Denton,USD,DENMD,15671.0,"6,295.10",60,103,58.25,104.92,61.12,0,"6,356.65"
11/16/2022,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,472.75",68,107,63.55,95.19,60.49,0,"6,497.25"
11/16/2022,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,846.49",72,76,94.74,136.76,129.56,0,"10,038.99"
11/16/2022,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,281.72",71,71,100.0,116.64,116.64,0,"8,356.72"
11/17/2022,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,446.08",83,99,83.84,113.81,95.41,325,"9,690.24"
11/17/2022,Thursday,Hampton Inn Denton,USD,DENMD,15671.0,"5,119.23",49,103,47.57,104.47,49.7,0,"5,134.32"
11/17/2022,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"5,581.14",60,107,56.07,93.02,52.16,0,"5,585.64"
11/17/2022,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,647.35",60,76,78.95,127.46,100.62,0,"7,660.85"
11/17/2022,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,257.97",70,71,98.59,117.97,116.31,0,"8,391.73"
11/18/2022,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"14,389.87",102,99,103.03,141.08,145.35,0,"14,402.82"
11/18/2022,Friday,Hampton Inn Denton,USD,DENMD,15671.0,"9,669.57",79,103,76.7,122.4,93.88,0,"9,832.25"
