BusinessDate,Weekday,Hotel Name,Currency,Inncode,FacilityID,Revenue,Sold,Available,Occ,ADR,RevPAR,F&B Revenue,TotalRevenue
5/19/2021,Wednesday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,242.02",68,103,66.02,91.79,60.6,45,"6,287.02"
5/19/2021,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,820.47",54,108,50.0,89.27,44.63,160,"5,043.17"
5/19/2021,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,540.69",50,76,65.79,110.81,72.9,0,"5,555.93"
5/19/2021,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,634.65",60,71,84.51,110.58,93.45,0,"6,634.65"
5/20/2021,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,145.92",94,99,94.95,107.94,102.48,250,"10,458.08"
5/20/2021,Thursday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,382.87",63,103,61.17,85.44,52.26,61.82,"5,444.69"
5/20/2021,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,449.95",41,108,37.96,84.15,31.94,0,"3,502.95"
5/20/2021,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,537.27",59,76,77.63,93.85,72.86,0,"5,633.76"
5/20/2021,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,645.79",65,71,91.55,117.63,107.69,0,"7,645.79"
5/21/2021,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,540.64",94,99,94.95,112.13,106.47,0,"10,662.64"
5/21/2021,Friday,Hampton Inn Bowie,USD,DENMD,15671.0,"8,259.74",88,103,85.44,93.86,80.19,193.5,"8,762.97"
5/21/2021,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,291.03",63,108,58.33,99.86,58.25,0,"6,380.38"
5/21/2021,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,633.08",73,76,96.05,118.26,113.59,0,"9,108.88"
5/21/2021,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,727.97",70,71,98.59,138.97,137.01,0,"9,856.87"
5/22/2021,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"5,985.18",56,99,56.57,106.88,60.46,0,"6,012.18"
5/22/2021,Saturday,Hampton Inn Bowie,USD,DENMD,15671.0,"9,153.25",96,103,93.2,95.35,88.87,95.75,"9,293.24"
5/22/2021,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"5,029.69",51,108,47.22,98.62,46.57,0,"5,108.19"
5/22/2021,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,536.46",74,76,97.37,101.84,99.16,0,"7,595.66"
5/22/2021,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,335.59",70,71,98.59,133.37,131.49,0,"9,340.54"
5/23/2021,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"2,934.40",32,99,32.32,91.7,29.64,0,"2,974.40"
5/23/2021,Sunday,Hampton Inn Bowie,USD,DENMD,15671.0,"3,925.94",47,103,45.63,83.53,38.12,51,"3,976.94"
5/23/2021,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"1,404.72",19,108,17.59,73.93,13.01,0,"1,420.72"
5/23/2021,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"3,912.90",44,76,57.89,88.93,51.49,0,"3,958.02"
5/23/2021,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,632.99",67,71,94.37,113.93,107.51,0,"7,523.89"
5/24/2021,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"3,085.79",31,99,31.31,99.54,31.17,0,"3,082.45"
5/24/2021,Monday,Hampton Inn Bowie,USD,DENMD,15671.0,"4,545.73",53,103,51.46,85.77,44.13,32,"4,582.68"
5/24/2021,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,276.20",48,108,44.44,89.09,39.59,0,"4,283.70"
5/24/2021,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,059.24",54,76,71.05,93.69,66.57,0,"5,087.18"
5/24/2021,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,070.10",59,71,83.1,119.83,99.58,0,"7,075.05"
5/25/2021,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"4,724.54",50,99,50.51,94.49,47.72,605,"5,364.54"
5/25/2021,Tuesday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,936.23",74,103,71.84,93.73,67.34,39.18,"6,975.41"
5/25/2021,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,172.74",68,108,62.96,90.78,57.16,280,"6,542.74"
5/25/2021,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,708.68",60,76,78.95,95.14,75.11,0,"5,778.30"
5/25/2021,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,263.32",52,71,73.24,120.45,88.22,0,"6,263.32"
5/26/2021,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"4,532.48",47,99,47.47,96.44,45.78,300,"4,895.86"
5/26/2021,Wednesday,Hampton Inn Bowie,USD,DENMD,15671.0,"7,008.40",78,103,75.73,89.85,68.04,45,"7,058.35"
5/26/2021,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,143.39",36,108,33.33,87.32,29.11,0,"3,162.14"
5/26/2021,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,567.73",75,76,98.68,100.9,99.58,0,"7,644.71"
5/26/2021,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,822.97",65,71,91.55,120.35,110.18,0,"7,842.77"
5/27/2021,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"3,787.64",38,99,38.38,99.67,38.26,450,"4,267.47"
5/27/2021,Thursday,Hampton Inn Bowie,USD,DENMD,15671.0,"8,996.01",91,103,88.35,98.86,87.34,154.15,"9,155.11"
5/27/2021,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"2,148.84",26,108,24.07,82.65,19.9,0,"2,170.89"
5/27/2021,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,433.92",61,76,80.26,89.08,71.5,0,"5,769.09"
5/27/2021,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,969.90",53,71,74.65,188.11,140.42,0,"9,984.75"
5/28/2021,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,170.46",77,99,77.78,145.07,112.83,0,"11,250.11"
5/28/2021,Friday,Hampton Inn Bowie,USD,DENMD,15671.0,"11,210.00",93,103,90.29,120.54,108.83,60,"11,623.80"
5/28/2021,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,099.53",39,108,36.11,79.48,28.7,0,"3,124.78"
5/28/2021,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,650.99",67,76,88.16,114.19,100.67,0,"7,985.74"
5/28/2021,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"16,711.02",68,71,95.77,245.75,235.37,0,"16,711.02"
5/29/2021,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"13,434.17",91,99,91.92,147.63,135.7,0,"13,623.81"
5/29/2021,Saturday,Hampton Inn Bowie,USD,DENMD,15671.0,"11,205.25",91,103,88.35,123.13,108.79,7,"11,419.14"
5/29/2021,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,489.23",83,108,76.85,90.23,69.34,0,"7,635.80"
5/29/2021,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"10,223.08",76,76,100.0,134.51,134.51,0,"10,632.21"
5/29/2021,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"16,336.09",67,71,94.37,243.82,230.09,0,"16,350.94"
5/30/2021,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,352.23",74,99,74.75,126.38,94.47,0,"9,406.73"
5/30/2021,Sunday,Hampton Inn Bowie,USD,DENMD,15671.0,"7,355.03",73,103,70.87,100.75,71.41,26,"7,381.03"
5/30/2021,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,442.06",73,108,67.59,88.25,59.65,0,"6,625.21"
5/30/2021,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,342.30",74,76,97.37,112.73,109.77,0,"8,481.19"
5/30/2021,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,738.66",67,71,94.37,115.5,109.0,0,"7,728.76"
5/31/2021,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"3,969.50",52,99,52.53,76.34,40.1,0,"4,164.00"
5/31/2021,Monday,Hampton Inn Bowie,USD,DENMD,15671.0,"3,562.97",38,103,36.89,93.76,34.59,55,"3,617.97"
5/31/2021,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"1,743.52",19,108,17.59,91.76,16.14,0,"1,785.62"
5/31/2021,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"3,193.49",46,76,60.53,69.42,42.02,0,"3,252.22"
5/31/2021,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"5,358.32",53,71,74.65,101.1,75.47,0,"5,358.32"
6/1/2021,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,933.73",69,99,69.7,100.49,70.04,300,"7,416.88"
6/1/2021,Tuesday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,120.69",61,103,59.22,83.95,49.72,117.73,"5,226.03"
6/1/2021,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,836.51",43,108,39.81,89.22,35.52,80,"3,964.76"
6/1/2021,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,136.33",56,76,73.68,91.72,67.58,0,"5,195.11"
6/1/2021,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,365.32",60,71,84.51,122.76,103.74,0,"7,370.27"
6/2/2021,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,310.35",64,99,64.65,98.6,63.74,0,"6,367.77"
6/2/2021,Wednesday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,202.68",58,103,56.31,89.7,50.51,89,"5,291.68"
6/2/2021,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,326.88",46,108,42.59,94.06,40.06,80,"4,473.48"
6/2/2021,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,081.95",55,76,72.37,92.4,66.87,0,"5,098.61"
6/2/2021,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,080.22",64,71,90.14,126.25,113.81,0,"8,085.17"
6/3/2021,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"5,670.71",57,99,57.58,99.49,57.28,200,"5,907.38"
6/3/2021,Thursday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,913.82",62,103,60.19,95.38,57.42,105.5,"6,019.32"
6/3/2021,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,193.34",46,108,42.59,91.16,38.83,0,"4,314.44"
6/3/2021,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,129.09",57,76,75.0,89.98,67.49,0,"5,444.60"
6/3/2021,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,862.31",68,71,95.77,130.33,124.82,0,"8,867.26"
6/4/2021,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,459.76",93,99,93.94,123.22,115.76,0,"11,552.35"
6/4/2021,Friday,Hampton Inn Bowie,USD,DENMD,15671.0,"9,199.38",97,103,94.17,94.84,89.31,35,"9,234.38"
6/4/2021,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"5,951.46",65,108,60.19,91.56,55.11,0,"6,055.41"
6/4/2021,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,754.47",76,76,100.0,115.19,115.19,0,"8,924.41"
6/4/2021,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"11,467.01",71,71,100.0,161.51,161.51,0,"11,600.96"
6/5/2021,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,773.52",96,99,96.97,112.22,108.82,0,"10,883.06"
6/5/2021,Saturday,Hampton Inn Bowie,USD,DENMD,15671.0,"10,160.96",95,103,92.23,106.96,98.65,123,"10,288.91"
6/5/2021,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"9,273.95",95,108,87.96,97.62,85.87,0,"9,328.28"
6/5/2021,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"8,785.19",75,76,98.68,117.14,115.59,0,"8,923.88"
6/5/2021,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"11,011.18",71,71,100.0,155.09,155.09,0,"11,016.13"
6/6/2021,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"4,409.63",47,99,47.47,93.82,44.54,0,"4,719.35"
6/6/2021,Sunday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,847.15",66,103,64.08,88.59,56.77,66.5,"6,134.89"
6/6/2021,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"2,884.76",33,108,30.56,87.42,26.71,0,"2,911.96"
6/6/2021,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"4,612.78",48,76,63.16,96.1,60.69,0,"4,687.39"
6/6/2021,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"8,514.24",69,71,97.18,123.39,119.92,0,"8,514.24"
6/7/2021,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"5,201.25",53,99,53.54,98.14,52.54,200,"5,487.62"
6/7/2021,Monday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,839.02",75,103,72.82,91.19,66.4,74.5,"6,918.47"
6/7/2021,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,656.05",40,108,37.04,91.4,33.85,0,"3,658.65"
6/7/2021,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,238.06",56,76,73.68,93.54,68.92,0,"5,251.10"
6/7/2021,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,425.79",62,71,87.32,119.77,104.59,0,"7,430.74"
6/8/2021,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,280.55",57,99,57.58,110.19,63.44,0,"6,208.77"
6/8/2021,Tuesday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,877.85",75,103,72.82,91.7,66.78,55,"6,932.85"
6/8/2021,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,788.29",41,108,37.96,92.4,35.08,80,"3,883.94"
6/8/2021,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,148.80",54,76,71.05,95.35,67.75,0,"5,176.17"
6/8/2021,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,283.36",59,71,83.1,106.5,88.5,0,"6,283.36"
6/9/2021,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,111.04",55,99,55.56,111.11,61.73,200,"6,378.67"
6/9/2021,Wednesday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,079.40",68,103,66.02,89.4,59.02,51,"6,130.40"
6/9/2021,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"2,961.50",34,108,31.48,87.1,27.42,80,"3,055.55"
6/9/2021,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"4,485.61",48,76,63.16,93.45,59.02,0,"4,767.15"
6/9/2021,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"5,577.82",42,71,59.15,132.81,78.56,0,"5,587.72"
6/10/2021,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,064.09",54,99,54.55,112.3,61.25,0,"6,122.45"
6/10/2021,Thursday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,785.02",66,103,64.08,102.8,65.87,58,"6,843.02"
6/10/2021,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"1,521.84",17,108,15.74,89.52,14.09,0,"1,525.69"
6/10/2021,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,949.84",61,76,80.26,97.54,78.29,0,"5,976.83"
6/10/2021,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"4,809.94",37,71,52.11,130.0,67.75,0,"4,814.89"
6/11/2021,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,497.31",83,99,83.84,114.43,95.93,0,"9,603.68"
6/11/2021,Friday,Hampton Inn Bowie,USD,DENMD,15671.0,"12,133.78",95,103,92.23,127.72,117.8,81.5,"12,220.23"
6/11/2021,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,439.65",36,108,33.33,95.55,31.85,0,"3,455.35"
6/11/2021,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,502.75",74,76,97.37,128.42,125.04,0,"9,606.61"
6/11/2021,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,809.04",63,71,88.73,155.7,138.16,0,"9,809.04"
6/12/2021,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"10,708.57",91,99,91.92,117.68,108.17,0,"10,798.07"
6/12/2021,Saturday,Hampton Inn Bowie,USD,DENMD,15671.0,"14,262.15",101,103,98.06,141.21,138.47,94.5,"14,361.60"
6/12/2021,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,598.69",40,108,37.04,89.97,33.32,0,"3,614.69"
6/12/2021,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,158.54",74,76,97.37,123.76,120.51,0,"9,262.19"
6/12/2021,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"11,082.62",70,71,98.59,158.32,156.09,0,"11,082.62"
6/13/2021,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"3,279.23",34,99,34.34,96.45,33.12,0,"3,605.39"
6/13/2021,Sunday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,222.63",49,103,47.57,106.58,50.71,28.5,"5,251.13"
6/13/2021,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"2,657.16",30,108,27.78,88.57,24.6,0,"2,667.51"
6/13/2021,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,652.53",55,76,72.37,102.77,74.38,0,"5,752.39"
6/13/2021,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"5,409.48",50,71,70.42,108.19,76.19,0,"5,409.48"
6/14/2021,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"5,793.46",56,99,56.57,103.45,58.52,200,"6,029.44"
6/14/2021,Monday,Hampton Inn Bowie,USD,DENMD,15671.0,"4,795.37",54,103,52.43,88.8,46.56,7.78,"4,813.05"
6/14/2021,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,741.19",51,108,47.22,92.96,43.9,80,"4,851.44"
6/14/2021,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"4,267.61",46,76,60.53,92.77,56.15,0,"4,318.47"
6/14/2021,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,250.59",61,71,85.92,118.86,102.12,0,"7,250.59"
6/15/2021,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"5,801.90",57,99,57.58,101.79,58.61,0,"5,898.88"
6/15/2021,Tuesday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,365.68",69,103,66.99,92.26,61.8,6,"6,371.68"
6/15/2021,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,377.85",49,108,45.37,89.34,40.54,80,"4,474.80"
6/15/2021,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"4,336.14",47,76,61.84,92.26,57.05,0,"4,403.86"
6/15/2021,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"9,050.23",70,71,98.59,129.29,127.47,0,"9,050.23"
6/16/2021,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,855.01",67,99,67.68,102.31,69.24,0,"6,902.44"
6/16/2021,Wednesday,Hampton Inn Bowie,USD,DENMD,15671.0,"7,449.58",77,103,74.76,96.75,72.33,61.75,"7,516.28"
6/16/2021,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,483.45",38,108,35.19,91.67,32.25,80,"3,578.25"
6/16/2021,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,438.32",58,76,76.32,93.76,71.56,0,"5,518.88"
6/16/2021,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,038.17",56,71,78.87,125.68,99.13,75,"7,254.34"
6/17/2021,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"7,022.24",73,99,73.74,96.2,70.93,200,"7,410.38"
6/17/2021,Thursday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,803.50",64,103,62.14,90.68,56.34,67.85,"5,881.25"
6/17/2021,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,807.96",45,108,41.67,84.62,35.26,0,"3,812.71"
6/17/2021,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"5,323.49",56,76,73.68,95.06,70.05,0,"5,943.31"
6/17/2021,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,901.27",55,71,77.46,125.48,97.2,0,"6,906.22"
6/18/2021,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,764.98",96,99,96.97,122.55,118.84,0,"11,976.84"
6/18/2021,Friday,Hampton Inn Bowie,USD,DENMD,15671.0,"10,613.14",93,103,90.29,114.12,103.04,107.98,"10,864.07"
6/18/2021,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,371.79",49,108,45.37,89.22,40.48,0,"4,393.54"
6/18/2021,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,205.50",75,76,98.68,122.74,121.13,0,"9,295.85"
6/18/2021,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"10,851.04",72,71,101.41,150.71,152.83,0,"10,855.99"
6/19/2021,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,232.55",94,99,94.95,119.5,113.46,0,"11,298.21"
6/19/2021,Saturday,Hampton Inn Bowie,USD,DENMD,15671.0,"10,713.34",92,103,89.32,116.45,104.01,159.5,"10,872.84"
6/19/2021,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,752.38",83,108,76.85,93.4,71.78,0,"7,806.43"
6/19/2021,Saturday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,487.06",76,76,100.0,124.83,124.83,0,"9,759.65"
6/19/2021,Saturday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"10,113.55",68,71,95.77,148.73,142.44,0,"10,128.40"
6/20/2021,Sunday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"5,271.63",55,99,55.56,95.85,53.25,0,"5,318.06"
6/20/2021,Sunday,Hampton Inn Bowie,USD,DENMD,15671.0,"4,827.24",53,103,51.46,91.08,46.87,109,"4,980.48"
6/20/2021,Sunday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"2,451.34",31,108,28.7,79.08,22.7,0,"2,487.64"
6/20/2021,Sunday,Comfort Inn Orlando,USD,ORLFL,60421.0,"4,313.88",47,76,61.84,91.78,56.76,0,"4,403.92"
6/20/2021,Sunday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"5,660.09",52,71,73.24,108.85,79.72,0,"5,665.04"
6/21/2021,Monday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"7,099.82",72,99,72.73,98.61,71.72,0,"7,222.43"
6/21/2021,Monday,Hampton Inn Bowie,USD,DENMD,15671.0,"5,733.15",64,103,62.14,89.58,55.66,88.1,"5,821.25"
6/21/2021,Monday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"3,910.44",42,108,38.89,93.11,36.21,0,"3,943.64"
6/21/2021,Monday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,349.65",75,76,98.68,98.0,96.71,0,"7,614.72"
6/21/2021,Monday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,719.30",56,71,78.87,119.99,94.64,0,"6,719.30"
6/22/2021,Tuesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"9,449.43",88,99,88.89,107.38,95.45,875,"10,475.59"
6/22/2021,Tuesday,Hampton Inn Bowie,USD,DENMD,15671.0,"6,576.05",70,103,67.96,93.94,63.85,53,"6,634.00"
6/22/2021,Tuesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,418.31",70,108,64.81,91.69,59.43,80,"6,530.11"
6/22/2021,Tuesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"7,758.69",73,76,96.05,106.28,102.09,0,"8,115.82"
6/22/2021,Tuesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"5,491.05",53,71,74.65,103.6,77.34,0,"5,400.00"
6/23/2021,Wednesday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"6,720.05",68,99,68.69,98.82,67.88,250,"7,022.30"
6/23/2021,Wednesday,Hampton Inn Bowie,USD,DENMD,15671.0,"7,365.81",80,103,77.67,92.07,71.51,65,"7,571.00"
6/23/2021,Wednesday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,172.31",80,108,74.07,89.65,66.41,80,"7,302.56"
6/23/2021,Wednesday,Comfort Inn Orlando,USD,ORLFL,60421.0,"6,959.44",73,76,96.05,95.33,91.57,0,"7,070.45"
6/23/2021,Wednesday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"6,823.89",54,71,76.06,126.37,96.11,0,"6,823.89"
6/24/2021,Thursday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"7,495.11",71,99,71.72,105.56,75.71,250,"7,820.10"
6/24/2021,Thursday,Hampton Inn Bowie,USD,DENMD,15671.0,"8,529.95",85,103,82.52,100.35,82.82,15,"8,549.90"
6/24/2021,Thursday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"4,873.64",55,108,50.93,88.61,45.13,0,"5,112.15"
6/24/2021,Thursday,Comfort Inn Orlando,USD,ORLFL,60421.0,"6,616.13",74,76,97.37,89.41,87.05,0,"6,664.32"
6/24/2021,Thursday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"7,490.14",62,71,87.32,120.81,105.49,125,"7,615.14"
6/25/2021,Friday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,667.03",97,99,97.98,120.28,117.85,250,"12,233.04"
6/25/2021,Friday,Hampton Inn Bowie,USD,DENMD,15671.0,"12,038.42",103,103,100.0,116.88,116.88,78,"12,204.91"
6/25/2021,Friday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"6,574.15",70,108,64.81,93.92,60.87,0,"6,453.84"
6/25/2021,Friday,Comfort Inn Orlando,USD,ORLFL,60421.0,"9,711.42",74,76,97.37,131.24,127.78,0,"9,793.45"
6/25/2021,Friday,Hampton Inn Aberdeen,USD,ABEMD,87722.0,"10,971.31",72,71,101.41,152.38,154.53,0,"10,971.31"
6/26/2021,Saturday,Holiday Inn Express Warrenton,USD,WARVA,19713.0,"11,809.34",97,99,97.98,121.75,119.29,0,"12,017.77"
6/26/2021,Saturday,Hampton Inn Bowie,USD,DENMD,15671.0,"14,756.56",104,103,100.97,141.89,143.27,83,"14,839.56"
6/26/2021,Saturday,Holiday Inn Express Charleston,USD,CHRWV,9550.0,"7,135.76",78,108,72.22,91.48,66.07,0,"7,198.71"
